Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Jumlah Penduduk,Jumlah Kepala Keluarga,Perpindahan Penduduk,Jumlah Meninggal,Perubahan Data,Wajib KTP,Jumlah Rekam Wajib KTP,Islam,Kristen,Katholik,Hindu,Buddha,Konghuchu,Kepercayaan terhadap Tuhan YME,Laki-laki,Perempuan,Belum Kawin,Kawin,Cerai Hidup,Cerai Mati,Usia 0-4 Tahun,Usia 5-9 Tahun,Usia 10-14 Tahun,Usia 15-19 Tahun,Usia 20-24 Tahun,Usia 25-29 Tahun,Usia 30-34 Tahun,Usia 35-39 Tahun,Usia 40-44 Tahun,Usia 45-49 Tahun,Usia 50-54 Tahun,Usia 55-59 Tahun,Usia 60-64 Tahun,Usia 65-69 Tahun,Usia 70-74 Tahun,Usia 75 Tahun ke Atas,Lahir Tahun 2020,Lahir Sebelum Tahun 2020,Lahir Tahun 2021,Lahir Sebelum Tahun 2021,Lahir Tahun 2022,Lahir Sebelum Tahun 2022,Lahir Tahun 2023,Lahir Sebelum Tahun 2023,Lahir Tahun 2024,Lahir Sebelum Tahun 2024,Pertumbuhan Penduduk Tahun 2020 (%),Pertumbuhan Penduduk Tahun 2021 (%),Pertumbuhan Penduduk Tahun 2022 (%),Pertumbuhan Penduduk Tahun 2023 (%),Pertumbuhan Penduduk Tahun 2024 (%),Usia Pendidikan 3-4 Tahun,Usia Pendidikan 5 Tahun,Usia Pendidikan 6-11 Tahun,Usia Pendidikan 12-14 Tahun,Usia Pendidikan 15-17 Tahun,Usia Pendidikan 18-22 Tahun,Tidak/Belum Sekolah,Belum Tamat SD,Tamat SD,SLTP,SLTA,D1 dan D2,D3,S1,S2,S3,Golongan Darah A,Golongan Darah B,Golongan Darah AB,Golongan Darah O,Golongan Darah A+,Golongan Darah A-,Golongan Darah B+,Golongan Darah B-,Golongan Darah AB+,Golongan Darah AB-,Golongan Darah O+,Golongan Darah O-,Golongan Darah Tidak Diketahui,Belum/Tidak Bekerja,Nelayan,Pelajar dan Mahasiswa,Pensiunan,Perdagangan,Mengurus Rumah Tannga,Wiraswasta,Guru,Perawat,Pengacara,Pekerjaan Lainnya
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,BANGSALSARI,"17,017","6,062",42,23,"15,081","12,961","12,961","16,853",139,15,5,3,1,1,"8,459","8,558","6,713","8,801",448,"1,055",942,"1,255","1,327","1,082","1,283","1,273","1,254","1,163","1,206","1,183","1,157","1,120",893,620,512,747,253,"16,075",220,"16,328",197,"16,548",173,"16,745",99,"16,918",2,1,1,1,1,473,242,"1,534",806,651,"1,183","4,675","2,329","4,614","2,185","2,541",78,128,434,33,0,78,97,31,158,5,0,6,0,2,0,9,2,"16,629","4,871",8,"1,778",97,347,"3,086","3,821",156,20,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,SUMBERJAMBE,"7,032","2,685",14,7,"5,926","5,469","5,469","6,967",61,2,0,2,0,0,"3,503","3,529","2,375","4,082",156,419,419,457,493,391,523,491,450,522,511,470,472,471,399,312,295,356,95,"6,613",101,"6,708",108,"6,809",77,"6,917",38,"6,994",1,2,2,1,1,196,91,552,307,235,459,"2,385","1,171","2,209",608,466,32,22,137,2,0,22,37,14,58,2,1,1,0,0,0,0,1,"6,896","1,754",,580,29,63,"1,463",684,41,1,,
JAWA TIMUR,KAB. JEMBER,AJUNG,MANGARAN,"14,042","5,004",49,13,"11,938","10,671","10,670","14,036",4,0,1,1,0,0,"7,071","6,971","5,174","7,850",278,740,831,"1,071","1,075",777,"1,060","1,082","1,103",963,985,976,871,893,746,533,486,590,218,"13,211",184,"13,429",183,"13,613",153,"13,796",93,"13,949",2,1,1,1,1,402,190,"1,323",633,485,876,"4,087","1,853","5,211","1,642","1,080",22,36,103,8,0,45,49,15,213,3,0,2,1,1,1,1,0,"13,711","3,913",3,"1,241",30,222,"2,499","2,535",45,6,,
JAWA TIMUR,KAB. JEMBER,TEMPUREJO,PONDOKREJO,"9,003","3,199",19,18,"7,750","6,765","6,765","8,990",8,4,1,0,0,0,"4,522","4,481","3,450","4,964",174,415,529,678,738,608,692,604,604,674,697,645,627,525,476,313,271,322,139,"8,474",117,"8,613",108,"8,730",97,"8,838",68,"8,935",2,1,1,1,1,256,141,823,452,366,614,"3,000","1,505","2,530","1,249",622,20,15,61,1,0,41,24,4,47,0,0,1,0,0,0,2,3,"8,881","2,777",2,690,9,86,"1,717","1,364",16,6,,
JAWA TIMUR,KAB. JEMBER,SILO,SUMBERJATI,"12,302","4,515",35,23,"10,091","9,417","9,417","12,258",35,6,3,0,0,0,"6,114","6,188","4,532","6,899",212,659,681,872,941,773,946,901,853,789,898,982,885,793,655,462,371,500,160,"11,621",158,"11,781",165,"11,939",119,"12,104",79,"12,223",1,1,1,1,1,318,154,"1,092",567,462,853,"3,104","1,621","4,592","1,429","1,184",28,58,270,15,1,56,137,40,88,1,0,5,0,1,0,2,5,"11,967","3,021",1,"1,443",47,102,"1,829","2,219",108,15,,
JAWA TIMUR,KAB. JEMBER,MAYANG,SEPUTIH,"9,008","3,452",13,10,"7,722","6,953","6,953","8,999",8,0,1,0,0,0,"4,482","4,526","3,110","5,283",157,458,517,606,657,546,724,662,692,557,692,631,626,549,498,389,288,374,127,"8,491",109,"8,618",105,"8,727",102,"8,832",74,"8,934",1,1,1,1,1,236,129,726,408,321,633,"3,025","1,494","2,959",807,610,16,20,73,4,0,30,52,35,36,2,0,0,0,1,0,1,1,"8,850","2,456",,652,7,100,"1,380","1,236",42,6,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,PLEREAN,"7,357","2,753",15,6,"6,173","5,626","5,626","7,348",9,0,0,0,0,0,"3,638","3,719","2,531","4,342",141,343,446,495,573,372,562,525,538,558,629,495,559,450,382,275,204,294,116,"6,911",97,"7,027",87,"7,124",94,"7,211",52,"7,305",2,1,1,1,1,213,106,608,354,230,480,"2,830","1,351","2,463",495,189,8,2,19,0,0,15,15,5,26,2,0,1,0,1,0,1,1,"7,290","1,995",1,487,1,103,"1,371",910,7,,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,ROWOSARI,"5,314","2,036",7,1,"4,450","4,067","4,067","5,299",14,0,1,0,0,0,"2,631","2,683","1,825","3,130",96,263,321,371,378,330,395,392,346,416,390,351,334,353,288,235,165,249,72,"4,993",80,"5,065",65,"5,145",58,"5,210",46,"5,268",1,2,1,1,1,152,88,437,224,204,362,"1,820",841,"1,847",464,268,9,14,49,2,0,14,7,4,16,0,0,1,0,0,0,0,3,"5,269","1,376",,364,4,12,722,380,17,2,,
JAWA TIMUR,KAB. JEMBER,UMBULSARI,SIDOREJO,"3,247","1,248",9,6,"3,049","2,617","2,617","1,852","1,360",35,0,0,0,0,"1,602","1,645","1,203","1,733",85,226,147,180,211,202,221,208,222,172,268,231,247,239,214,187,140,158,37,"3,100",32,"3,137",29,"3,169",25,"3,198",24,"3,223",1,1,1,1,1,69,29,225,137,112,217,650,274,815,646,717,12,38,89,6,0,84,26,11,116,0,0,0,0,0,0,2,2,"3,006",784,3,350,34,23,700,378,33,10,,
JAWA TIMUR,KAB. JEMBER,KENCONG,PASEBAN,"8,043","3,006",10,16,"7,222","6,306","6,306","8,035",4,0,4,0,0,0,"4,032","4,011","2,811","4,633",203,396,417,507,581,466,628,562,554,523,661,609,711,600,490,298,223,213,105,"7,626",79,"7,731",93,"7,810",74,"7,903",66,"7,977",1,1,1,1,1,184,107,619,362,291,544,"1,989","1,080","2,519","1,460",791,32,26,141,5,0,105,73,48,98,0,0,0,0,0,0,0,1,"7,718","1,925",72,789,8,99,"1,755","1,486",57,10,,
JAWA TIMUR,KAB. JEMBER,KENCONG,KRATON,"10,378","3,820",18,22,"9,445","8,177","8,176","10,345",29,1,2,1,0,0,"5,186","5,192","3,744","5,811",266,557,545,692,702,587,761,747,680,679,729,731,880,831,661,459,345,349,146,"9,833",128,"9,979",113,"10,107",102,"10,220",56,"10,322",1,1,1,1,1,274,151,829,414,339,694,"2,537","1,194","3,124","1,665","1,500",46,48,248,16,0,71,89,52,144,4,0,0,0,0,0,0,1,"10,017","2,542",2,"1,041",17,175,"1,806","2,159",88,8,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,KALIGLAGAH,"7,612","2,555",14,21,"5,324","5,637","5,637","7,592",0,0,0,1,0,19,"3,704","3,908","3,046","4,168",93,305,407,613,670,481,693,496,541,586,624,581,524,446,377,208,176,189,116,"7,205",89,"7,321",95,"7,410",72,"7,505",35,"7,577",2,1,1,1,0,205,110,786,387,321,573,"2,699","2,131","1,987",519,239,4,9,23,1,0,7,5,2,10,0,0,2,0,0,0,1,3,"7,582","2,261",,754,5,63,"1,304","1,522",10,1,,
JAWA TIMUR,KAB. JEMBER,TANGGUL,PATEMON,"12,012","4,074",12,7,"10,410","8,976","8,976","11,913",53,27,17,0,0,2,"5,984","6,028","4,718","6,527",208,559,792,950,927,759,915,918,877,886,865,826,830,653,631,408,362,413,200,"11,220",188,"11,420",162,"11,608",158,"11,770",84,"11,928",2,2,1,1,1,388,174,"1,143",560,448,813,"3,733","1,515","3,916","1,224","1,330",34,55,200,4,1,157,267,136,651,5,0,2,0,0,0,1,3,"10,790","3,659",2,"1,033",29,142,"2,114","2,020",56,12,2,
JAWA TIMUR,KAB. JEMBER,RAMBIPUJI,ROWOTAMTU,"7,873","2,781",16,42,"7,138","5,979","5,979","7,823",18,19,0,5,1,7,"3,976","3,897","3,152","4,084",175,462,485,576,608,463,597,590,554,549,598,507,579,499,428,309,228,303,105,"7,388",112,"7,493",103,"7,605",87,"7,708",78,"7,795",1,1,1,1,1,217,120,682,382,266,562,"2,319","1,010","1,872","1,226","1,159",35,54,185,12,1,51,62,28,86,6,0,1,0,0,0,3,2,"7,634","2,329",4,763,40,342,"1,510","1,339",65,8,,
JAWA TIMUR,KAB. JEMBER,SEMBORO,SIDOMEKAR,"13,817","4,927",19,38,"12,614","10,686","10,685","13,675",82,57,3,0,0,0,"6,882","6,935","5,493","7,150",366,808,709,972,"1,027",944,"1,002",930,894,928,"1,016",963,"1,003",961,811,606,483,568,171,"13,108",182,"13,279",137,"13,461",122,"13,598",97,"13,720",1,1,1,1,1,353,189,"1,184",626,531,994,"3,329","1,220","3,226","2,460","2,917",65,153,424,22,1,135,220,116,357,2,1,2,0,1,0,0,10,"12,973","4,037",1,"1,372",123,131,"2,098","2,910",180,16,,
JAWA TIMUR,KAB. JEMBER,PUGER,PUGERWETAN,"11,147","3,871",24,15,"9,989","8,535","8,535","11,129",17,0,1,0,0,0,"5,687","5,460","4,415","5,981",229,522,563,784,917,725,860,754,859,837,899,838,833,749,572,393,294,270,139,"10,584",104,"10,723",144,"10,827",109,"10,971",67,"11,080",1,1,1,1,1,243,159,962,580,435,778,"2,884","1,286","3,275","2,204","1,326",23,43,103,3,0,49,49,20,101,2,0,1,0,0,0,0,1,"10,924","2,942","2,015","1,297",11,150,"2,617","1,335",64,3,1,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,TISNOGAMBAR,"12,494","4,496",25,18,"10,260","9,495","9,495","12,483",10,1,0,0,0,0,"6,249","6,245","4,571","7,095",206,622,662,959,987,736,967,865,840,822,983,897,940,817,716,476,420,407,160,"11,832",164,"11,992",151,"12,156",114,"12,307",73,"12,421",1,1,1,1,1,324,178,"1,185",583,467,817,"3,511","2,025","4,604","1,161",985,38,39,126,5,0,49,74,20,92,1,0,4,0,0,0,0,0,"12,254","3,227",4,"1,252",13,94,"2,046","2,277",57,7,,
JAWA TIMUR,KAB. JEMBER,WULUHAN,TAMANSARI,"18,199","6,389",39,39,"16,201","14,170","14,170","18,150",35,0,3,6,0,5,"9,333","8,866","6,901","9,958",427,913,996,"1,204","1,272","1,116","1,374","1,442","1,299","1,284","1,362","1,319","1,395","1,236",970,792,519,619,249,"17,203",225,"17,452",206,"17,677",196,"17,883",120,"18,079",1,1,1,1,1,474,252,"1,453",771,696,"1,188","4,170","2,070","7,061","2,713","1,838",37,74,231,4,1,81,43,15,91,1,0,3,0,0,0,4,14,"17,947","4,528",11,"2,029",25,159,"2,251","3,797",84,10,,
JAWA TIMUR,KAB. JEMBER,RAMBIPUJI,CURAHMALANG,"5,523","1,987",7,15,"4,855","4,271","4,271","5,520",3,0,0,0,0,0,"2,784","2,739","2,079","3,003",121,320,312,382,401,330,423,384,389,381,419,370,381,397,339,231,167,217,71,"5,211",76,"5,282",64,"5,358",53,"5,422",48,"5,475",1,1,1,1,1,147,74,449,260,195,373,"1,466",730,"1,427",872,818,15,33,150,10,2,79,236,29,95,2,0,4,0,2,0,1,3,"5,072","1,535",2,507,26,102,"1,140",968,70,8,,
JAWA TIMUR,KAB. JEMBER,PANTI,KEMIRI,"9,630","3,423",22,20,"8,277","7,253","7,253","9,628",2,0,0,0,0,0,"4,720","4,910","3,643","5,290",196,501,573,766,739,587,758,686,614,746,762,647,643,610,478,366,291,364,147,"9,057",136,"9,204",137,"9,340",83,"9,477",70,"9,560",2,1,1,1,1,283,162,918,425,369,640,"3,189","1,789","2,628",994,860,22,29,116,3,0,30,34,37,54,0,1,0,0,1,1,0,0,"9,472","2,846",,806,5,150,"1,750","1,192",61,4,,
JAWA TIMUR,KAB. JEMBER,JELBUK,PANDUMAN,"7,366","2,866",15,12,"6,049","5,599","5,599","7,366",0,0,0,0,0,0,"3,646","3,720","2,465","4,399",136,366,475,475,593,431,565,550,529,604,516,511,502,467,339,289,241,279,97,"6,891",109,"6,988",106,"7,097",80,"7,203",83,"7,283",1,2,1,1,1,206,90,587,391,263,493,"2,796","1,333","1,949",602,628,5,6,47,0,0,16,23,10,24,2,0,1,0,0,0,2,5,"7,283","2,040",,427,9,60,"1,330",738,9,2,,
JAWA TIMUR,KAB. JEMBER,MAYANG,SIDOMUKTI,"7,061","2,651",23,18,"6,136","5,413","5,413","7,060",0,0,1,0,0,0,"3,540","3,521","2,461","4,183",135,282,401,530,529,413,564,549,539,472,446,474,467,475,394,300,236,272,96,"6,660",96,"6,756",74,"6,852",87,"6,926",48,"7,013",1,1,1,1,1,192,113,610,336,236,491,"3,174","1,348","1,488",544,434,6,9,56,2,0,22,84,50,26,2,0,0,0,0,0,1,1,"6,875","2,080",1,413,,62,905,615,24,2,,
JAWA TIMUR,KAB. JEMBER,KALISAT,GLAGAHWERO,"7,616","2,771",18,10,"6,676","5,753","5,753","7,580",24,4,0,5,0,3,"3,803","3,813","2,936","4,050",192,438,466,550,612,482,664,545,553,497,573,535,518,439,378,267,215,322,138,"7,150",97,"7,288",94,"7,385",85,"7,479",52,"7,564",2,1,1,1,1,235,122,660,380,284,578,"2,135",879,"2,195","1,056","1,051",42,79,167,8,4,40,52,17,63,1,4,1,1,0,0,0,1,"7,436","2,267",,762,29,153,"1,374","1,067",59,8,1,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,SUMBERBULUS,"9,812","3,774",32,5,"8,398","7,421","7,421","9,773",31,4,2,1,1,0,"4,883","4,929","3,428","5,666",249,469,620,694,785,586,777,692,709,715,732,692,693,599,480,367,260,411,150,"9,192",154,"9,342",132,"9,496",114,"9,628",70,"9,742",2,2,1,1,1,304,135,845,499,343,694,"2,961","2,229","3,161",879,505,7,6,58,6,0,31,16,6,25,0,0,0,1,0,0,0,2,"9,731","2,780",4,717,3,91,"1,736","1,363",17,1,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,SUKOSARI,"7,796","2,936",22,6,"6,686","5,915","5,915","7,772",18,2,0,4,0,0,"3,838","3,958","2,720","4,455",104,517,500,536,606,430,548,573,557,566,544,554,514,459,431,293,288,397,127,"7,296",121,"7,423",102,"7,544",81,"7,646",69,"7,727",2,2,1,1,1,248,119,666,357,263,479,"2,175","1,099","3,054",752,549,16,23,120,8,0,34,16,5,30,2,0,0,0,2,0,0,0,"7,707","2,186",2,548,19,73,"1,884",955,28,4,,
JAWA TIMUR,KAB. JEMBER,SILO,PACE,"19,019","6,952",57,23,"14,599","14,440","14,440","19,007",4,2,5,0,0,1,"9,436","9,583","6,809","11,198",267,745,999,"1,494","1,488","1,098","1,557","1,363","1,377","1,369","1,413","1,423","1,365","1,258","1,049",718,535,513,264,"18,020",226,"18,284",255,"18,510",164,"18,765",90,"18,929",1,1,1,1,0,490,316,"1,737",929,684,"1,285","6,474","3,597","5,743","1,815","1,146",26,34,177,6,1,38,46,21,74,3,0,0,0,0,0,1,1,"18,835","4,847",1,"1,977",16,114,"3,133","2,660",113,8,,
JAWA TIMUR,KAB. JEMBER,SUMBERSARI,KARANGREJO,"20,734","6,972",100,85,"18,477","15,230","15,230","20,171",334,152,73,3,0,1,"10,311","10,423","8,607","10,653",472,"1,002","1,526","1,727","1,647","1,265","1,529","1,804","1,891","1,638","1,456","1,318","1,161","1,127",862,653,459,671,330,"19,208",342,"19,538",315,"19,880",316,"20,195",223,"20,511",2,2,2,2,1,672,342,"2,052",980,787,"1,341","6,004","2,461","3,715","2,060","4,152",140,455,"1,530",201,16,393,590,214,"1,019",32,0,22,0,5,0,15,19,"18,425","6,401",,"2,085",191,170,"3,971","3,069",225,67,5,
JAWA TIMUR,KAB. JEMBER,TEMPUREJO,WONOASRI,"11,547","4,151",16,22,"10,298","8,890","8,890","11,501",37,7,2,0,0,0,"5,812","5,735","4,291","6,468",297,491,603,834,876,731,788,744,794,819,987,851,841,737,671,500,409,362,154,"10,944",135,"11,098",118,"11,233",117,"11,351",79,"11,468",1,1,1,1,1,289,170,"1,030",510,436,785,"3,049","1,660","2,991","2,306","1,351",20,26,135,9,0,30,39,21,66,2,0,1,0,1,0,0,3,"11,384","3,045",1,"1,068",20,89,"2,133","1,858",54,4,,
JAWA TIMUR,KAB. JEMBER,SEMBORO,PONDOKDALEM,"6,878","2,429",13,21,"6,055","5,129","5,129","6,866",6,3,3,0,0,0,"3,434","3,444","2,735","3,627",147,369,408,533,551,470,552,493,473,493,520,501,466,403,325,275,186,229,104,"6,470",100,"6,574",87,"6,674",70,"6,761",47,"6,831",2,2,1,1,1,204,107,640,337,303,502,"2,877",722,"2,120",552,491,18,23,73,2,0,16,18,6,27,1,0,0,0,0,0,3,1,"6,806","2,320",2,486,11,136,"1,578","1,289",34,4,,
JAWA TIMUR,KAB. JEMBER,PUGER,GRENDEN,"15,888","5,559",50,41,"14,223","12,505","12,505","15,829",48,8,2,1,0,0,"7,979","7,909","5,962","8,721",416,789,761,"1,011","1,196",967,"1,249","1,148","1,090","1,050","1,301","1,186","1,213","1,164",876,613,493,570,187,"15,127",196,"15,314",153,"15,510",140,"15,663",85,"15,803",1,1,1,1,1,383,220,"1,232",755,556,"1,150","3,592","1,422","5,284","3,023","2,194",50,65,237,20,1,89,78,18,149,6,0,0,0,1,0,3,3,"15,541","3,961",47,"1,766",31,165,"3,373","2,686",111,1,1,
JAWA TIMUR,KAB. JEMBER,BALUNG,CURAHLELE,"6,636","2,294",18,13,"5,599","4,970","4,970","6,631",2,3,0,0,0,0,"3,334","3,302","2,543","3,609",135,349,376,517,541,421,481,469,465,496,475,409,469,416,423,263,200,215,92,"6,260",90,"6,352",86,"6,442",69,"6,528",39,"6,597",1,1,1,1,1,182,99,633,326,263,439,"1,953",790,"2,474",765,529,6,16,93,10,0,52,113,9,59,2,0,0,1,1,0,0,2,"6,397","1,859",2,623,3,90,957,"1,527",38,,,
JAWA TIMUR,KAB. JEMBER,WULUHAN,TANJUNGREJO,"17,168","5,952",35,25,"15,442","13,422","13,422","17,119",19,26,2,2,0,0,"8,792","8,376","6,663","9,358",400,747,884,"1,172","1,205","1,137","1,301","1,253","1,181","1,171","1,292","1,251","1,349","1,269",971,658,520,554,208,"16,284",239,"16,492",210,"16,731",138,"16,941",89,"17,079",1,1,1,1,1,447,260,"1,396",721,663,"1,248","4,033","1,820","4,946","3,071","2,633",80,112,451,20,2,128,95,43,195,6,1,6,1,1,0,7,17,"16,668","4,573",3,"1,864",41,297,"2,624","2,989",146,19,1,
JAWA TIMUR,KAB. JEMBER,PANTI,SERUT,"13,305","4,869",44,27,"11,233","10,187","10,187","13,294",8,1,1,0,1,0,"6,573","6,732","4,997","7,309",291,708,749,964,"1,019",845,"1,026",942,953,971,963,850,936,928,749,502,371,537,195,"12,556",182,"12,751",147,"12,933",123,"13,080",102,"13,203",2,1,1,1,1,377,184,"1,183",616,523,908,"4,041","2,075","3,685","1,818","1,360",28,52,236,9,1,82,190,94,352,2,0,1,0,0,0,1,4,"12,579","3,748",4,"1,184",17,331,"2,737","2,213",93,10,,
JAWA TIMUR,KAB. JEMBER,SUKORAMBI,KARANGPRING,"9,484","3,236",15,19,"7,607","7,226","7,226","9,484",0,0,0,0,0,0,"4,746","4,738","3,508","5,327",146,503,556,741,674,597,747,746,684,675,673,678,675,566,488,316,309,359,136,"8,928",101,"9,064",129,"9,165",120,"9,294",70,"9,414",2,1,1,1,1,237,128,875,412,368,660,"3,243","1,910","2,913",801,509,8,14,82,4,0,19,14,10,23,0,0,0,0,0,0,1,1,"9,416","2,652",2,960,8,202,"1,821","1,002",46,2,,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,KEMUNINGSARIKIDUL,"10,134","3,569",20,21,"9,150","7,737","7,736","10,120",6,6,2,0,0,0,"5,115","5,019","3,906","5,437",245,546,560,761,771,616,779,776,741,708,761,682,767,652,493,359,303,405,141,"9,574",127,"9,715",136,"9,842",93,"9,978",63,"10,071",1,1,1,1,1,268,152,884,496,372,692,"2,525","1,067","3,215","1,844","1,210",25,46,195,7,0,51,93,31,150,2,1,0,0,0,0,0,3,"9,803","2,542",6,"1,192",19,182,"1,532","1,742",117,8,1,
JAWA TIMUR,KAB. JEMBER,SUMBERSARI,ANTIROGO,"12,264","4,346",59,26,"10,514","9,220","9,220","12,231",32,1,0,0,0,0,"6,030","6,234","4,628","6,674",258,704,814,902,981,724,992,979,963,878,879,746,847,729,566,432,370,462,195,"11,450",189,"11,645",176,"11,834",135,"12,010",119,"12,145",2,2,1,1,1,384,191,"1,076",616,434,822,"3,567","1,298","4,080","1,320","1,458",34,90,371,39,7,73,151,98,292,6,0,2,0,1,0,3,5,"11,633","3,328",1,"1,292",25,55,"2,034","2,740",80,10,1,
JAWA TIMUR,KAB. JEMBER,ARJASA,CANDIJATI,"5,517","2,054",36,9,"4,876","4,211","4,211","5,501",13,1,2,0,0,0,"2,706","2,811","2,018","3,077",106,316,338,390,414,334,450,407,396,425,414,429,375,286,272,230,157,200,73,"5,179",74,"5,252",64,"5,326",81,"5,390",46,"5,471",1,1,1,2,1,147,96,448,260,217,387,"1,467",672,"1,647",669,858,27,33,132,11,1,40,53,12,111,5,0,1,0,0,0,0,2,"5,293","1,508",,512,19,69,"1,014",898,34,8,2,
JAWA TIMUR,KAB. JEMBER,KALISAT,SUKORENO,"4,549","1,817",8,3,"3,799","3,537","3,537","4,548",1,0,0,0,0,0,"2,254","2,295","1,488","2,653",109,299,264,295,332,232,335,330,343,297,300,333,325,286,286,161,167,263,62,"4,285",64,"4,347",50,"4,411",60,"4,461",28,"4,521",1,1,1,1,1,126,50,364,213,145,285,"1,186",533,"2,007",487,287,5,12,29,3,0,6,17,5,22,0,0,0,0,0,0,0,2,"4,497","1,205",,267,8,38,594,608,3,,1,
JAWA TIMUR,KAB. JEMBER,KALISAT,SUMBERJERUK,"4,893","1,815",10,9,"4,338","3,741","3,741","4,885",6,2,0,0,0,0,"2,385","2,508","1,797","2,742",113,241,302,340,358,301,371,355,351,338,365,324,309,283,291,200,159,246,74,"4,591",77,"4,665",63,"4,742",48,"4,805",40,"4,853",2,2,1,1,1,151,75,407,216,192,323,"1,276",516,"1,576",617,674,34,50,144,4,2,15,38,12,51,1,0,0,0,1,0,0,1,"4,774","1,387",1,402,29,20,"1,133",535,40,17,,
JAWA TIMUR,KAB. JEMBER,SILO,SILO,"10,923","3,995",30,11,"8,563","8,247","8,247","10,887",8,26,0,2,0,0,"5,497","5,426","4,006","6,271",164,482,593,859,841,695,855,827,769,782,835,836,805,693,552,389,281,311,167,"10,330",150,"10,497",118,"10,647",106,"10,765",52,"10,871",2,1,1,1,0,317,166,"1,060",474,437,745,"3,032","1,613","4,048","1,247",805,21,40,116,1,0,24,29,9,40,2,0,0,1,0,0,0,7,"10,811","2,772",2,"1,227",30,119,"1,961","1,713",63,12,,
JAWA TIMUR,KAB. JEMBER,ARJASA,KEMUNINGLOR,"8,923","3,388",39,15,"7,443","6,790","6,790","8,912",3,2,6,0,0,0,"4,390","4,533","3,316","4,878",225,504,487,669,657,592,687,689,622,660,701,671,559,564,479,332,232,322,116,"8,436",112,"8,552",109,"8,664",75,"8,773",75,"8,848",1,1,1,1,1,228,125,797,404,397,572,"3,140","1,305","2,711",797,788,22,36,110,11,3,32,25,8,97,5,0,1,0,0,0,0,0,"8,755","2,479",3,794,23,59,"1,556","1,853",44,3,,
JAWA TIMUR,KAB. JEMBER,KALISAT,PLALANGAN,"10,453","4,021",28,9,"9,009","8,008","8,008","10,453",0,0,0,0,0,0,"5,171","5,282","3,581","6,069",215,588,626,750,746,577,867,804,703,700,860,734,691,640,534,405,302,514,152,"9,827",157,"9,979",112,"10,136",126,"10,248",79,"10,374",2,2,1,1,1,309,165,862,469,363,733,"2,828","1,609","3,784","1,352",762,23,17,75,3,0,34,18,24,46,2,0,0,0,0,0,0,6,"10,323","2,780",3,836,11,100,"2,233","1,524",29,5,,
JAWA TIMUR,KAB. JEMBER,SILO,HARJOMULYO,"10,702","4,053",20,10,"8,858","8,187","8,187","10,701",0,0,1,0,0,0,"5,253","5,449","3,723","6,267",175,537,653,747,792,638,835,760,750,730,796,779,760,756,541,433,329,403,179,"10,049",141,"10,228",116,"10,369",128,"10,485",89,"10,613",2,1,1,1,1,320,161,905,473,396,678,"3,382","1,870","3,504","1,068",732,15,21,106,4,0,271,134,108,349,1,0,0,0,0,0,0,2,"9,837","2,860",1,844,22,88,"1,835","1,426",66,1,,
JAWA TIMUR,KAB. JEMBER,SILO,SIDOMULYO,"11,580","4,149",24,11,"9,826","8,711","8,711","11,410",169,1,0,0,0,0,"5,844","5,736","4,200","6,799",180,401,656,932,927,670,874,862,905,915,899,789,830,681,584,401,328,327,178,"10,924",165,"11,102",138,"11,267",112,"11,405",63,"11,517",2,1,1,1,1,343,191,"1,112",556,421,740,"2,809","1,595","5,044","1,252",726,13,30,109,2,0,162,440,147,78,0,0,0,0,0,0,0,3,"10,750","2,751",2,"1,375",11,39,"1,167","1,437",47,4,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,JATIROTO,"12,240","4,137",35,18,"9,739","8,901","8,901","12,237",2,0,1,0,0,0,"6,088","6,152","5,149","6,312",231,548,756,"1,087","1,088",761,"1,013",956,905,878,927,846,813,712,535,397,283,283,187,"11,484",183,"11,671",174,"11,854",143,"12,028",69,"12,171",2,2,1,1,1,370,215,"1,282",678,459,901,"3,904","1,759","4,404","1,350",687,24,22,85,5,0,16,16,10,88,0,0,0,0,0,0,0,3,"12,107","3,844",1,"1,228",5,57,"1,662","3,181",46,2,,
JAWA TIMUR,KAB. JEMBER,PAKUSARI,PAKUSARI,"10,173","3,888",26,19,"8,732","7,845","7,845","10,136",20,16,0,1,0,0,"5,005","5,168","3,576","5,792",248,557,606,703,748,582,798,755,703,731,761,661,691,726,573,386,313,436,135,"9,567",139,"9,702",143,"9,841",117,"9,984",72,"10,101",1,1,1,1,1,274,147,826,478,332,692,"3,085","1,507","3,112","1,096","1,192",31,35,109,6,0,11,34,13,49,4,0,0,1,1,1,2,2,"10,055","2,668",,914,11,151,"1,717","2,085",40,10,,
